congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,bioname,screen_name,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,economic_simple_tr,social_simple_tr,econ_and_social,,21
116,House,21744,43,4,FL,200,"RUTHERFORD, John Henry",JohnHenryStyle,R000609,1952,0.399,0.159,-148.96743,0.80011,668,61,0.436,-0.024,right,right,rightright,FALSE,
116,House,21746,43,9,FL,100,"SOTO, Darren Michael",RepDarrenSoto,S001200,1978,-0.38,0.118,-15.12761,0.97813,684,5,-0.37,-0.037,left,left,leftleft,FALSE,
116,House,21947,43,26,FL,100,"MUCARSEL-POWELL, Debbie",RepDMP,M001207,1971,-0.348,0.288,-30.04383,0.95709,685,18,-0.348,0.29,left,left,leftleft,FALSE,
116,House,21963,43,27,FL,100,"SHALALA, Donna",DonnaShalala,S001206,1941,-0.37,-0.045,-12.82311,0.98151,687,3,-0.37,-0.044,left,left,leftleft,FALSE,
116,House,21967,43,15,FL,200,"SPANO, Ross",RossSpano,S001210,1966,0.453,0.002,-100.81699,0.86333,686,35,0.453,0.002,right,right,rightright,FALSE,
116,House,21971,43,17,FL,200,"STEUBE, William",RepGregSteube,S001214,1978,0.655,-0.325,-120.31534,0.83607,672,57,0.655,-0.325,right,right,rightright,FALSE,
116,House,21981,43,6,FL,200,"WALTZ, Michael",michaelgwaltz,W000823,1974,0.404,-0.149,-124.32665,0.82711,655,60,0.404,-0.149,right,right,rightright,FALSE,
116,House,29337,43,20,FL,100,"HASTINGS, Alcee Lamar",RepHastingsFL,H000324,1936,-0.564,0.158,-13.3097,0.97378,501,4,-0.488,0.227,left,left,leftleft,FALSE,
116,House,15431,44,5,GA,100,"LEWIS, John R.",repjohnlewis,L000287,1940,-0.589,-0.221,-10.89936,0.98191,597,5,-0.447,-0.139,left,left,leftleft,FALSE,
116,House,20321,44,13,GA,100,"SCOTT, David",ScottDavidCast,S001157,1945,-0.301,0.163,-20.58516,0.97027,682,4,-0.393,0.112,left,left,leftleft,FALSE,
116,House,20712,44,4,GA,100,"JOHNSON, Hank",RepHankJohnson,J000288,1954,-0.468,0.01,-26.45242,0.96196,682,8,-0.4,-0.175,left,left,leftleft,FALSE,
116,House,20962,44,14,GA,200,"GRAVES, Tom",RepTomGraves,G000560,1970,0.722,-0.005,-100.87203,0.85906,664,33,0.681,0.129,right,right,rightright,FALSE,
116,House,21122,44,7,GA,200,"WOODALL, Rob",RepRobWoodall,W000810,1970,0.598,-0.194,-124.2491,0.833,680,54,0.506,0.059,right,right,rightright,FALSE,
116,House,21123,44,8,GA,200,"SCOTT, Austin",ScottMAustin,S001189,1969,0.569,0.181,-88.76249,0.87863,686,32,0.564,0.267,right,right,rightright,FALSE,
116,House,21323,44,9,GA,200,"COLLINS, Doug",CollinsforGA,C001093,1966,0.61,0.119,-77.14696,0.8876,647,30,0.592,0.275,right,right,rightright,FALSE,
116,House,21513,44,1,GA,200,"CARTER, Buddy",RepBuddyCarter,C001103,1957,0.581,0.258,-84.24729,0.88443,686,31,0.597,0.162,right,right,rightright,FALSE,
116,House,21514,44,10,GA,200,"HICE, Jody Brownlow",congressmanhice,H001071,1960,0.79,-0.112,-75.48413,0.89193,660,35,0.857,-0.051,right,right,rightright,FALSE,
116,House,21515,44,11,GA,200,"LOUDERMILK, Barry D.",RepLoudermilk,L000583,1963,0.688,-0.007,-75.6769,0.88798,637,28,0.713,0.159,right,right,rightright,FALSE,
116,House,21516,44,12,GA,200,"ALLEN, Rick W.",RepRickAllen,A000372,1951,0.677,0.305,-86.18475,0.88242,689,35,0.757,0.391,right,right,rightright,FALSE,
116,House,21717,44,3,GA,200,"FERGUSON, Anderson Drew IV",RepDrewFerguson,F000465,1967,0.624,0.151,-97.61498,0.86718,685,41,0.665,0.184,right,right,rightright,FALSE,
116,House,21944,44,6,GA,100,"McBATH, Lucy",lucymcbath,M001208,1960,-0.26,0.323,-42.66647,0.93987,688,14,-0.26,0.328,left,left,leftleft,FALSE,
116,House,29339,44,2,GA,100,"BISHOP, Sanford Dixon, Jr.",SanfordBishop,B000490,1947,-0.282,0.464,-53.3413,0.9238,673,28,-0.339,0.287,right,left,rightleft,TRUE,
116,House,20322,82,1,HI,100,"CASE, Ed",RepEdCase,C001055,1952,-0.201,-0.13,-40.91906,0.94226,688,13,-0.206,0.033,left,left,leftleft,FALSE,
116,House,21324,82,2,HI,100,"GABBARD, Tulsi",TulsiGabbard,G000571,1981,-0.279,-0.256,-11.56342,0.97226,411,3,-0.366,-0.571,left,left,leftleft,FALSE,
116,House,21920,63,1,ID,200,"FULCHER, Russell",RussFulcher,F000469,1973,0.618,0.065,-86.33,0.8811,682,36,0.618,0.065,right,right,rightright,FALSE,
116,House,29910,63,2,ID,200,"SIMPSON, Michael K.",CongMikeSimpson,S001148,1950,0.296,0.283,-170.30523,0.77377,664,67,0.332,0.259,right,right,rightright,FALSE,
116,House,20508,21,3,IL,100,"LIPINSKI, Daniel",RepLipinski,L000563,1966,-0.229,0.178,-82.78643,0.88328,667,23,-0.153,0.05,left,left,leftleft,FALSE,
116,House,20749,21,11,IL,100,"FOSTER, Bill",RepBillFoster,F000454,1955,-0.228,-0.228,-22.63712,0.96712,677,5,-0.442,0.067,left,left,leftleft,FALSE,
116,House,20954,21,5,IL,100,"QUIGLEY, Mike",RepMikeQuigley,Q000023,1958,-0.321,-0.282,-16.72199,0.97564,678,5,-0.37,-0.119,left,left,leftleft,FALSE,
116,House,21128,21,16,IL,200,"KINZINGER, Adam",RepKinzinger,K000378,1978,0.274,0.309,-121.00779,0.82846,643,53,0.296,0.216,left,right,leftright,TRUE,
116,House,21326,21,10,IL,100,"SCHNEIDER, Brad",RepSchneider,S001190,1961,-0.172,-0.202,-27.7399,0.96043,687,6,-0.313,0.018,left,left,leftleft,FALSE,
116,House,21328,21,13,IL,200,"DAVIS, Rodney",RodneyDavis,D000619,1970,0.281,0.165,-106.70341,0.85237,668,36,0.242,0.332,left,right,leftright,TRUE,
116,House,21329,21,17,IL,100,"BUSTOS, Cheri",CheriBustos,B001286,1961,-0.238,0.035,-20.96856,0.97007,690,6,-0.317,0.214,left,left,leftleft,FALSE,
116,House,21371,21,2,IL,100,"KELLY, Robin L.",RobinLynneKelly,K000385,1956,-0.459,-0.002,-21.40531,0.96932,687,10,-0.414,0.044,left,left,leftleft,FALSE,
116,House,21519,21,12,IL,200,"BOST, Mike",RepBost,B001295,1960,0.27,0.504,-72.29564,0.88772,607,28,0.29,0.461,left,right,leftright,TRUE,
116,House,21562,21,18,IL,200,"LaHOOD, Darin",RepLaHood,L000585,1968,0.463,0.158,-78.83187,0.88774,662,29,0.473,0.311,right,right,rightright,FALSE,
116,House,21730,21,8,IL,100,"KRISHNAMOORTHI, S. Raja",CongressmanRaja,K000391,1973,-0.313,-0.103,-30.15473,0.95706,687,13,-0.331,0.164,left,left,leftleft,FALSE,
116,House,21906,21,6,IL,100,"CASTEN, Sean",RepCasten,C001117,1971,-0.406,0.242,-27.16292,0.96134,689,9,-0.406,0.244,left,left,leftleft,FALSE,
116,House,21921,21,4,IL,100,"GARCiA, Jess",JessforDelaware,G000586,1956,-0.498,-0.632,-17.65976,0.97455,685,5,-0.498,-0.632,left,left,leftleft,FALSE,
116,House,21979,21,14,IL,100,"UNDERWOOD, Lauren",LaurenUnderwood,U000040,1986,-0.568,0.636,-41.26156,0.94146,684,12,-0.568,0.638,left,left,leftleft,FALSE,
116,House,29346,21,1,IL,100,"RUSH, Bobby L.",RepBobbyRush,R000515,1946,-0.478,-0.203,-22.36503,0.96648,656,6,-0.455,-0.181,left,left,leftleft,FALSE,
116,House,29717,21,7,IL,100,"DAVIS, Danny K.",RepDannyDavis,D000096,1941,-0.486,-0.264,-10.11401,0.98506,672,1,-0.521,-0.432,left,left,leftleft,FALSE,
116,House,29718,21,15,IL,200,"SHIMKUS, John M.",RepShimkus,S000364,1958,0.375,0.152,-84.5731,0.87835,652,39,0.4,0.29,right,right,rightright,FALSE,
116,House,29911,21,9,IL,100,"SCHAKOWSKY, Janice D.",janschakowsky,S001145,1944,-0.606,-0.27,-13.21519,0.98089,685,4,-0.486,-0.517,left,left,leftleft,FALSE,
116,House,15124,22,1,IN,100,"VISCLOSKY, Peter",TeamVisclosky,V000108,1949,-0.402,0.244,-18.16325,0.9738,684,3,-0.423,0.133,left,left,leftleft,FALSE,
116,House,20757,22,7,IN,100,"CARSON, Andre",RepAndreCarson,C001072,1974,-0.431,0.06,-38.13535,0.94585,685,12,-0.551,0.292,left,left,leftleft,FALSE,
116,House,21132,22,8,IN,200,"BUCSHON, Larry",RepLarryBucshon,B001275,1962,0.402,0.255,-83.10811,0.88367,672,36,0.439,0.32,right,right,rightright,FALSE,
116,House,21330,22,2,IN,200,"WALORSKI, Jackie",RepWalorski,W000813,1963,0.429,0.315,-74.3191,0.89486,669,32,0.394,0.353,right,right,rightright,FALSE,
116,House,21331,22,5,IN,200,"BROOKS, Susan",SusanWBrooks,B001284,1960,0.356,0.216,-121.04375,0.83606,676,57,0.33,0.169,right,right,rightright,FALSE,
116,House,21702,22,3,IN,200,"BANKS, James E.",BanKsEsports,B001299,1979,0.633,0.013,-97.85112,0.86778,690,47,0.628,0.059,right,right,rightright,FALSE,
116,House,21725,22,9,IN,200,"HOLLINGSWORTH, Joseph Albert III",VoteForTrey,H001074,1983,0.407,-0.229,-177.51763,0.76905,676,84,0.385,-0.268,right,right,rightright,FALSE,
116,House,21903,22,4,IN,200,"BAIRD, James",RepJimBaird,B001307,1945,0.415,0.622,-72.51242,0.89983,687,34,0.415,0.622,right,right,rightright,FALSE,
116,House,21952,22,6,IN,200,"PENCE, Gregory",RepGregPence,P000615,1956,0.436,0.628,-73.19801,0.89809,681,31,0.436,0.628,right,right,rightright,FALSE,
116,House,20325,31,4,IA,200,"KING, Steve",SteveKingIA,K000362,1949,0.612,0.181,-178.84034,0.76664,673,83,0.575,-0.171,right,right,rightright,FALSE,
116,House,20720,31,2,IA,100,"LOEBSACK, Dave",daveloebsack,L000565,1952,-0.276,-0.031,-22.98515,0.96657,676,6,-0.293,0.165,left,left,leftleft,FALSE,
116,House,21902,31,3,IA,100,"AXNE, Cynthia",Axne4Congress,A000378,1965,-0.225,0.552,-66.98449,0.90579,677,26,-0.225,0.541,left,left,leftleft,FALSE,
116,House,21918,31,1,IA,100,"FINKENAUER, Abby",Abby4Iowa,F000467,1988,-0.229,0.449,-61.64378,0.91442,689,32,-0.228,0.434,left,left,leftleft,FALSE,
116,House,21734,32,1,KS,200,"MARSHALL, Roger Wayne","RogerMarshallMD	",M001198,1960,0.528,0.17,-105.91972,0.85152,659,50,0.541,0.142,right,right,rightright,FALSE,
116,House,21750,32,4,KS,200,"ESTES, Ron",RepRonEstes,E000298,1956,0.6,0.095,-89.72146,0.87622,679,41,0.616,0.092,right,right,rightright,FALSE,
116,House,21914,32,3,KS,100,"DAVIDS, Sharice",sharicedavids,D000629,1980,-0.251,0.238,-51.86308,0.92719,686,20,-0.251,0.229,left,left,leftleft,FALSE,
116,House,21982,32,2,KS,200,"WATKINS, Steve",Rep_Watkins,W000824,1976,0.553,0.094,-100.37825,0.86425,688,43,0.553,0.094,right,right,rightright,FALSE,
116,House,14854,51,5,KY,200,"ROGERS, Harold Dallas (Hal)",RepHalRogers,R000395,1937,0.336,0.109,-78.95754,0.89113,685,25,0.328,0.62,right,right,rightright,FALSE,
116,House,20723,51,3,KY,100,"YARMUTH, John",RepJohnYarmuth,Y000062,1947,-0.378,-0.271,-18.51014,0.97322,682,6,-0.415,-0.176,left,left,leftleft,FALSE,
116,House,20916,51,2,KY,200,"GUTHRIE, Brett",RepGuthrie,G000558,1964,0.417,0.273,-60.17577,0.91648,690,24,0.423,0.514,right,right,rightright,FALSE,
116,House,21333,51,6,KY,200,"BARR, Garland H. (Andy) IV",barrforcongress,B001282,1973,0.492,0.287,-96.22245,0.86859,683,43,0.502,0.223,right,right,rightright,FALSE,
116,House,21565,51,1,KY,200,"COMER, James",JamesComer,C001108,1972,0.637,-0.019,-109.57533,0.85178,683,50,0.65,-0.003,right,right,rightright,FALSE,
116,House,31102,51,4,KY,200,"MASSIE, Thomas",RepThomasMassie,M001184,1971,0.682,-0.731,-210.33247,0.73023,669,90,0.919,-0.395,right,right,rightright,FALSE,
116,House,20759,45,1,LA,200,"SCALISE, Steve",SteveScalise,S001176,1965,0.563,0.156,-68.41197,0.90442,681,29,0.584,0.462,right,right,rightright,FALSE,
116,House,21137,45,2,LA,100,"RICHMOND, Cedric",CedricRichmond,R000588,1973,-0.485,0.33,-34.20958,0.94842,646,13,-0.68,0.381,left,left,leftleft,FALSE,
116,House,21522,45,5,LA,200,"ABRAHAM, Ralph",DocAbraham,A000374,1954,0.54,0.252,-62.51516,0.87471,467,29,0.608,0.129,right,right,rightright,FALSE,
116,House,21523,45,6,LA,200,"GRAVES, Garret",garretgraves,G000577,1972,0.461,-0.078,-117.56881,0.84101,679,49,0.414,-0.037,right,right,rightright,FALSE,
116,House,21724,45,3,LA,200,"HIGGINS, Clay",RepClayHiggins,H001077,1961,0.569,-0.102,-121.21167,0.82216,619,56,0.581,-0.178,right,right,rightright,FALSE,
116,House,21727,45,4,LA,200,"JOHNSON, Mike",MikeJohnson1_,J000299,1972,0.557,-0.073,-102.2326,0.85363,646,41,0.55,-0.003,right,right,rightright,FALSE,
116,House,20920,2,1,ME,100,"PINGREE, Chellie",chelliepingree,P000597,1955,-0.42,-0.401,-16.23145,0.97638,679,8,-0.402,-0.369,left,left,leftleft,FALSE,
116,House,21923,2,2,ME,100,"GOLDEN, Jared",RepGolden,G000592,1982,-0.153,0.442,-144.268,0.81133,690,50,-0.152,0.434,left,left,leftleft,FALSE,
116,House,14873,52,5,MD,100,"HOYER, Steny Hamilton",StenyHoyer,H000874,1939,-0.38,0.117,-13.84886,0.97972,676,3,-0.39,0.132,left,left,leftleft,FALSE,
116,House,20329,52,2,MD,100,"RUPPERSBERGER, C. A. (Dutch)",Call_Me_Dutch,R000576,1946,-0.295,0.133,-21.21426,0.96919,678,5,-0.293,-0.027,left,left,leftleft,FALSE,
116,House,20724,52,3,MD,100,"SARBANES, John",RepSarbanes,S001168,1962,-0.467,-0.073,-14.91837,0.97852,687,6,-0.38,-0.077,left,left,leftleft,FALSE,
116,House,21139,52,1,MD,200,"HARRIS, Andy",RepAndyHarrisMD,H001052,1957,0.655,-0.378,-130.36065,0.82532,679,52,0.761,-0.444,right,right,rightright,FALSE,
116,House,21707,52,4,MD,100,"BROWN, Anthony Gregory",BrownforMD,B001304,1961,-0.343,-0.15,-25.70955,0.96327,687,11,-0.359,-0.065,left,left,leftleft,FALSE,
116,House,21741,52,8,MD,100,"RASKIN, Jamie Ben",RepRaskin,R000606,1962,-0.546,-0.238,-10.7967,0.98438,686,3,-0.467,-0.514,left,left,leftleft,FALSE,
116,House,21978,52,6,MD,100,"TRONE, David",RepDavidTrone,T000483,1955,-0.283,-0.068,-20.51996,0.97023,679,4,-0.283,-0.067,left,left,leftleft,FALSE,
116,House,29587,52,7,MD,100,"CUMMINGS, Elijah Eugene",RepCummings,C000984,1951,-0.438,-0.148,-14.38346,0.96718,431,7,-0.385,-0.096,left,left,leftleft,FALSE,
116,House,15616,3,1,MA,100,"NEAL, Richard Edmund",NealForCongress,N000015,1949,-0.417,-0.11,-9.56772,0.98599,678,3,-0.402,-0.079,left,left,leftleft,FALSE,
116,House,20119,3,8,MA,100,"LYNCH, Stephen F.",RepStephenLynch,L000562,1955,-0.35,0.039,-28.70156,0.95891,684,8,-0.278,0,left,left,leftleft,FALSE,
116,House,21140,3,9,MA,100,"KEATING, William R.",USRepKeating,K000375,1952,-0.329,-0.13,-27.26388,0.96059,678,9,-0.325,0.034,left,left,leftleft,FALSE,
116,House,21335,3,4,MA,100,"KENNEDY, Joseph P. III",RepJoeKennedy,K000379,1980,-0.423,-0.187,-11.74516,0.98288,680,4,-0.474,-0.484,left,left,leftleft,FALSE,
116,House,21375,3,5,MA,100,"CLARK, Katherine M.",RepKClark,C001101,1963,-0.483,-0.375,-13.5767,0.98026,681,4,-0.398,-0.269,left,left,leftleft,FALSE,
116,House,21525,3,6,MA,100,"MOULTON, Seth",sethmoulton,M001196,1978,-0.286,-0.067,-68.29688,0.89325,605,26,-0.218,0.193,left,left,leftleft,FALSE,
116,House,21955,3,7,MA,100,"PRESSLEY, Ayanna",RepPressley,P000617,1974,-0.284,-0.959,-34.64976,0.95032,680,16,-0.284,-0.959,left,left,leftleft,FALSE,
116,House,21977,3,3,MA,100,"TRAHAN, Lori",RepLoriTrahan,T000482,1973,-0.42,-0.273,-10.0075,0.9856,690,5,-0.42,-0.272,left,left,leftleft,FALSE,
116,House,29729,3,2,MA,100,"McGOVERN, James P.",RepMcGovern,M000312,1959,-0.539,-0.3,-10.18576,0.98526,686,3,-0.468,-0.515,left,left,leftleft,FALSE,
116,House,15446,23,6,MI,200,"UPTON, Frederick Stephen",RepFredUpton,U000031,1953,0.335,-0.383,-165.94815,0.78485,685,81,0.246,-0.048,right,right,rightright,FALSE,
116,House,20725,23,7,MI,200,"WALBERG, Tim",RepWalberg,W000798,1951,0.517,0.064,-92.43631,0.87359,684,35,0.459,0.186,right,right,rightright,FALSE,
116,House,21142,23,2,MI,200,"HUIZENGA, Bill",RepHuizenga,H001058,1969,0.588,-0.07,-123.81032,0.83287,677,49,0.508,-0.032,right,right,rightright,FALSE,
116,House,21143,23,3,MI,200,"AMASH, Justin",justinamash,A000367,1980,0.654,-0.757,-172.05329,0.62734,369,65,0.919,-0.395,right,left,rightleft,TRUE,
116,House,21372,23,5,MI,100,"KILDEE, Dan",RepDanKildee,K000380,1958,-0.395,-0.215,-12.49185,0.98206,690,4,-0.462,-0.307,left,left,leftleft,FALSE,
116,House,21526,23,4,MI,200,"MOOLENAAR, John",RepMoolenaar,M001194,1961,0.398,0.43,-65.40261,0.90932,688,26,0.403,0.365,right,right,rightright,FALSE,
116,House,21529,23,12,MI,100,"DINGELL, Debbie",RepDebDingell,D000624,1953,-0.406,-0.141,-18.07186,0.97339,670,8,-0.371,-0.425,left,left,leftleft,FALSE,
116,House,21530,23,14,MI,100,"LAWRENCE, Brenda L",RepLawrence,L000581,1954,-0.446,-0.034,-9.64132,0.98552,661,2,-0.503,-0.044,left,left,leftleft,FALSE,
116,House,21704,23,1,MI,200,"BERGMAN, John",johnbchiro,B001301,1947,0.425,0.052,-115.20157,0.84331,676,53,0.423,0.071,right,right,rightright,FALSE,
116,House,21737,23,10,MI,200,"MITCHELL, Paul",RepPaulMitchell,M001201,1961,0.426,0.31,-99.69878,0.86288,676,40,0.427,0.278,right,right,rightright,FALSE,
116,House,21940,23,9,MI,100,"LEVIN, Andy",RepAndyLevin,L000592,1960,-0.518,-0.52,-9.9352,0.98566,688,4,-0.518,-0.52,left,left,leftleft,FALSE,
116,House,21965,23,8,MI,100,"SLOTKIN, Elissa",RepSlotkin,S001208,1976,-0.317,0.787,-85.6542,0.8831,689,34,-0.317,0.784,left,left,leftleft,FALSE,
116,House,21972,23,11,MI,100,"STEVENS, Haley",RepHaleyStevens,S001215,1983,-0.325,0.374,-37.11062,0.94756,689,15,-0.325,0.377,left,left,leftleft,FALSE,
116,House,21975,23,13,MI,100,"TLAIB, Rashida",RashidaTlaib,T000481,1976,-0.274,-0.962,-37.28239,0.94695,684,15,-0.274,-0.962,left,left,leftleft,FALSE,
116,House,20122,33,4,MN,100,"McCOLLUM, Betty",BettyMcCollum04,M001143,1954,-0.418,-0.191,-23.35869,0.96667,689,6,-0.468,-0.116,left,left,leftleft,FALSE,
116,House,21531,33,6,MN,200,"EMMER, Thomas Earl II",RepTomEmmer,E000294,1961,0.459,-0.057,-119.74943,0.82887,638,47,0.495,0.004,right,right,rightright,FALSE,
116,House,21910,33,2,MN,100,"CRAIG, Angela",RepAngieCraig,C001119,1972,-0.299,0.676,-68.55385,0.90542,690,21,-0.299,0.682,left,left,leftleft,FALSE,
116,House,21929,33,1,MN,200,"HAGEDORN, Jim",RepHagedorn,H001088,1962,0.444,0.446,-66.05172,0.9082,686,32,0.444,0.446,right,right,rightright,FALSE,
116,House,21950,33,5,MN,100,"OMAR, Ilhan",IlhanMN,O000173,1981,-0.299,-0.954,-46.00202,0.93238,657,18,-0.312,-0.95,left,left,leftleft,FALSE,
116,House,21953,33,3,MN,100,"PHILLIPS, Dean",RepDeanPhillips,P000616,1969,-0.229,0.035,-42.93938,0.93967,690,11,-0.228,0.037,left,left,leftleft,FALSE,
116,House,21969,33,8,MN,200,"STAUBER, Peter",PeteStauber,S001212,1966,0.279,0.198,-115.64807,0.84486,686,50,0.294,0.132,right,right,rightright,FALSE,
116,House,29127,33,7,MN,100,"PETERSON, Collin Clark",collinpeterson,P000258,1944,-0.149,0.712,-188.69544,0.7583,682,94,-0.183,0.832,left,left,leftleft,FALSE,
116,House,21148,46,4,MS,200,"PALAZZO, Steven",CongPalazzo,P000601,1970,0.525,0.546,-80.51525,0.88581,664,38,0.626,0.561,right,right,rightright,FALSE,
116,House,21561,46,1,MS,200,"KELLY, Trent",Kat9798,K000388,1966,0.625,0.256,-75.2896,0.8946,676,30,0.67,0.288,right,right,rightright,FALSE,
116,House,21927,46,3,MS,200,"GUEST, Michael",RepMichaelGuest,G000591,1970,0.482,0.264,-81.08309,0.88775,681,35,0.482,0.264,right,right,rightright,FALSE,
116,House,29368,46,2,MS,100,"THOMPSON, Bennie",BennieGThompson,T000193,1948,-0.516,0.4,-20.51712,0.96966,666,8,-0.554,0.231,left,left,leftleft,FALSE,
116,House,20124,34,6,MO,200,"GRAVES, Samuel",RepSamGraves,G000546,1963,0.442,0.173,-102.41794,0.85825,670,43,0.527,0.395,right,right,rightright,FALSE,
116,House,20147,34,1,MO,100,"CLAY, William Lacy, Jr.",LacyClayMO1,C001049,1956,-0.481,-0.08,-15.80236,0.97641,662,7,-0.614,-0.005,left,left,leftleft,FALSE,
116,House,20517,34,5,MO,100,"CLEAVER, Emanuel, II",repcleaver,C001061,1944,-0.454,0.017,-27.39981,0.95897,654,12,-0.503,0.136,left,left,leftleft,FALSE,
116,House,20926,34,3,MO,200,"LUETKEMEYER, Blaine",RepBlaine,L000569,1952,0.437,0.257,-92.5746,0.87376,686,42,0.38,0.453,right,right,rightright,FALSE,
116,House,21149,34,4,MO,200,"HARTZLER, Vicky",RepHartzler,H001053,1960,0.465,0.329,-98.36407,0.86402,673,34,0.384,0.369,right,right,rightright,FALSE,
116,House,21150,34,7,MO,200,"LONG, Billy",USRepLong,L000576,1955,0.545,0.243,-108.27775,0.8524,678,42,0.538,0.064,right,right,rightright,FALSE,
116,House,21337,34,2,MO,200,"WAGNER, Ann",AnnLWagner,W000812,1962,0.45,0.151,-112.57739,0.84597,673,51,0.41,0.122,right,right,rightright,FALSE,
116,House,21373,34,8,MO,200,"SMITH, Jason",JasonSmith929,S001195,1980,0.597,0.206,-82.10614,0.88766,689,39,0.571,0.231,right,right,rightright,FALSE,
116,House,21751,64,1,MT,200,"GIANFORTE, Greg",GregForMontana,G000584,1961,0.438,0.072,-86.67458,0.86835,614,36,0.448,0.077,right,right,rightright,FALSE,
116,House,20518,35,1,NE,200,"FORTENBERRY, Jeff",JeffFortenberry,F000449,1960,0.301,-0.063,-148.2004,0.80261,674,66,0.315,-0.076,right,right,rightright,FALSE,
116,House,20729,35,3,NE,200,"SMITH, Adrian",RepAdrianSmith,S001172,1970,0.516,0.186,-93.06606,0.87296,685,42,0.559,0.247,right,right,rightright,FALSE,
116,House,21701,35,2,NE,200,"BACON, Donald J.",RepDonBacon,B001298,1963,0.41,-0.12,-157.63168,0.79576,690,82,0.403,-0.163,right,right,rightright,FALSE,
116,House,20927,65,1,NV,100,"TITUS, Alice (Dina)",repdinatitus,T000468,1950,-0.302,-0.218,-16.2259,0.976,668,7,-0.386,-0.379,left,left,leftleft,FALSE,
116,House,21196,65,2,NV,200,"AMODEI, Mark E.",MarkAmodeiNV2,A000369,1958,0.381,0.204,-104.83601,0.85575,673,49,0.388,0.277,right,right,rightright,FALSE,
116,House,21339,65,4,NV,100,"HORSFORD, Steven",StevenHorsford,H001066,1973,-0.355,0.091,-40.52528,0.94239,683,18,-0.487,0.486,left,left,leftleft,FALSE,
116,House,21938,65,3,NV,100,"LEE, Susie",SusieLeeNV,L000590,1966,-0.293,0.385,-41.34719,0.94175,689,17,-0.293,0.389,left,left,leftleft,FALSE,
116,House,21340,4,2,NH,100,"KUSTER, Ann McLane",AnnMcLaneKuster,K000382,1956,-0.255,-0.128,-24.85038,0.96406,679,7,-0.325,0.065,left,left,leftleft,FALSE,
116,House,21951,4,1,NH,100,"PAPPAS, Chris",ChrisPappasNH,P000614,1980,-0.366,0.31,-32.19338,0.95435,689,14,-0.374,0.269,left,left,leftleft,FALSE,
116,House,14863,12,4,NJ,200,"SMITH, Christopher Henry",98ChrisSmith,S000522,1953,0.164,-0.168,-184.55152,0.75543,658,78,0.212,-0.157,left,right,leftright,TRUE,
116,House,15454,12,6,NJ,100,"PALLONE, Frank, Jr.",FrankPallone,P000034,1951,-0.404,-0.163,-14.8948,0.97864,690,6,-0.396,-0.432,left,left,leftleft,FALSE,
116,House,20542,12,8,NJ,100,"SIRES, Albio",RepSires,S001165,1951,-0.405,0.095,-12.02618,0.98208,665,4,-0.402,0.107,left,left,leftleft,FALSE,
116,House,21536,12,1,NJ,100,"NORCROSS, Donald",DonNorcross4NJ,N000188,1958,-0.426,0.325,-26.73907,0.96172,685,7,-0.407,-0.068,left,left,leftleft,FALSE,
116,House,21538,12,12,NJ,100,"WATSON COLEMAN, Bonnie",RepBonnie,W000822,1945,-0.625,-0.137,-44.1714,0.93764,686,17,-0.411,-0.175,left,left,leftleft,FALSE,
116,House,21723,12,5,NJ,100,"GOTTHEIMER, Josh S.",RepJoshG,G000583,1975,-0.139,0.203,-88.74943,0.87898,688,44,-0.163,0.459,left,left,leftleft,FALSE,
116,House,21937,12,3,NJ,100,"KIM, Andy",AndyKimNJ,K000394,1982,-0.268,0.386,-42.84306,0.9398,690,15,-0.267,0.39,left,left,leftleft,FALSE,
116,House,21942,12,7,NJ,100,"MALINOWSKI, Tomaz",Malinowski,M001203,1965,-0.275,0.114,-31.19176,0.95561,687,10,-0.279,0.073,left,left,leftleft,FALSE,
116,House,21964,12,11,NJ,100,"SHERRILL, Mikie",MikieSherrill,S001207,1972,-0.176,0.241,-58.74229,0.91793,686,22,-0.176,0.247,left,left,leftleft,FALSE,
116,House,21980,12,2,NJ,100,"VAN DREW, Jefferson",CongressmanJVD,V000133,1953,-0.147,0.644,-89.13305,0.85956,589,37,-0.147,0.643,left,left,leftleft,FALSE,
116,House,29741,12,9,NJ,100,"PASCRELL, William J., Jr.",BillPascrell,P000096,1937,-0.366,-0.005,-20.98739,0.96974,683,6,-0.336,-0.224,left,left,leftleft,FALSE,
116,House,31103,12,10,NJ,100,"PAYNE, Donald, Jr.",RepDonaldPayne,P000604,1958,-0.517,-0.102,-24.26391,0.96204,627,7,-0.523,-0.076,left,left,leftleft,FALSE,
116,House,91980,12,2,NJ,200,"VAN DREW, Jefferson",CongressmanJVD,V000133,1953,0.187,-0.278,-25.9706,0.73132,83,15,0.185,-0.291,left,left,leftleft,FALSE,
116,House,20932,66,3,NM,100,"LUJaN, Ben Ray",repbenraylujan,L000570,1972,-0.367,0.014,-19.57695,0.97191,687,10,-0.301,-0.247,left,left,leftleft,FALSE,
116,House,21928,66,1,NM,100,"HAALAND, Debra",RepDebHaaland,H001080,1960,-0.319,-0.303,-16.73437,0.9759,686,6,-0.319,-0.302,left,left,leftleft,FALSE,
