congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,bioname,screen_name,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,economic_simple_tr,social_simple_tr,econ_and_social,,21
116,Senate,29373,12,0,NJ,100,"MENENDEZ, Robert",SenatorMenendez,M000639,1954,-0.364,-0.116,-92.53481,0.82265,474,37,-0.373,-0.09,left,left,leftleft,FALSE,
116,Senate,41308,12,0,NJ,100,"BOOKER, Cory Anthony",CoryBooker,B001288,1969,-0.609,-0.214,-24.72551,0.89184,216,11,-0.601,-0.356,left,left,leftleft,FALSE,
116,Senate,20930,66,0,NM,100,"HEINRICH, Martin",MartinHeinrich,H001046,1971,-0.323,-0.015,-96.68433,0.81081,461,43,-0.382,-0.022,left,left,leftleft,FALSE,
116,Senate,29924,66,0,NM,100,"UDALL, Thomas (Tom)",SenatorTomUdall,U000039,1948,-0.452,0.17,-62.9039,0.87347,465,26,-0.431,0.054,left,left,leftleft,FALSE,
116,Senate,14858,13,0,NY,100,"SCHUMER, Charles Ellis (Chuck)",SenSchumer,S000148,1950,-0.357,-0.398,-80.45386,0.84389,474,37,-0.41,-0.381,left,left,leftleft,FALSE,
116,Senate,20735,13,0,NY,100,"GILLIBRAND, Kirsten",SenGillibrand,G000555,1966,-0.473,-0.423,-74.7582,0.81794,372,45,-0.832,-0.542,left,left,leftleft,FALSE,
116,Senate,29548,47,0,NC,200,"BURR, Richard M.",SenatorBurr,B001135,1955,0.451,-0.053,-22.3783,0.94917,429,5,0.339,0.226,right,right,rightright,FALSE,
116,Senate,41504,47,0,NC,200,"TILLIS, Thomas Roland (Thom)",SenThomTillis,T000476,1960,0.433,0.073,-28.80698,0.93826,452,14,0.456,0.329,right,right,rightright,FALSE,
116,Senate,21350,36,0,ND,200,"CRAMER, Kevin",SenKevinCramer,C001096,1961,0.389,0.297,-15.41281,0.96753,467,6,0.371,0.283,left,right,leftright,TRUE,
116,Senate,41107,36,0,ND,200,"HOEVEN, John",SenJohnHoeven,H001061,1957,0.343,0.33,-16.75019,0.96499,470,6,0.366,0.304,right,right,rightright,FALSE,
116,Senate,29386,24,0,OH,200,"PORTMAN, Robert Jones (Rob)",senrobportman,P000449,1955,0.373,-0.239,-23.12697,0.95218,472,6,0.308,0.069,right,right,rightright,FALSE,
116,Senate,29389,24,0,OH,100,"BROWN, Sherrod",SenSherrodBrown,B000944,1952,-0.431,-0.121,-97.14607,0.81255,468,43,-0.382,-0.093,left,left,leftleft,FALSE,
116,Senate,15424,53,0,OK,200,"INHOFE, James Mountain",JimInhofe,I000024,1934,0.555,0.042,-37.75777,0.92152,462,22,0.645,-0.176,right,right,rightright,FALSE,
116,Senate,21166,53,0,OK,200,"LANKFORD, James",SenatorLankford,L000575,1968,0.588,0.163,-27.85633,0.94292,474,13,0.692,0.183,right,right,rightright,FALSE,
116,Senate,14871,72,0,OR,100,"WYDEN, Ronald Lee",RonWyden,W000779,1949,-0.327,-0.457,-96.31176,0.81292,465,52,-0.369,-0.579,left,left,leftleft,FALSE,
116,Senate,40908,72,0,OR,100,"MERKLEY, Jeff",SenJeffMerkley,M001176,1956,-0.444,-0.739,-67.10962,0.86746,472,24,-0.408,-0.701,left,left,leftleft,FALSE,
116,Senate,29935,14,0,PA,200,"TOOMEY, Patrick Joseph",SenToomey,T000461,1961,0.646,-0.294,-42.74819,0.90976,452,16,0.732,-0.218,right,right,rightright,FALSE,
116,Senate,40703,14,0,PA,100,"CASEY, Robert (Bob), Jr.",SenBobCasey,C001070,1960,-0.311,0.196,-79.79824,0.84506,474,33,-0.329,0.222,left,left,leftleft,FALSE,
116,Senate,29142,5,0,RI,100,"REED, John F. (Jack)",SenJackReed,R000122,1949,-0.371,-0.198,-80.81403,0.84264,472,44,-0.328,-0.103,left,left,leftleft,FALSE,
116,Senate,40704,5,0,RI,100,"WHITEHOUSE, Sheldon",SenWhitehouse,W000802,1955,-0.36,-0.135,-92.62007,0.81285,447,49,-0.298,-0.05,left,left,leftleft,FALSE,
116,Senate,21173,48,0,SC,200,"SCOTT, Tim",SenatorTimScott,S001184,1965,0.643,0.006,-30.98765,0.93593,468,14,0.58,0.16,right,right,rightright,FALSE,
116,Senate,29566,48,0,SC,200,"GRAHAM, Lindsey O.",LindseyGrahamSC,G000359,1955,0.406,-0.168,-24.3295,0.94793,455,6,0.329,0.052,right,right,rightright,FALSE,
116,Senate,29754,37,0,SD,200,"THUNE, John",SenJohnThune,T000250,1961,0.41,0.138,-18.56485,0.96143,472,8,0.385,0.324,right,right,rightright,FALSE,
116,Senate,41505,37,0,SD,200,"ROUNDS, Marion Michael (Mike)",SenatorRounds,R000605,1954,0.396,0.082,-24.21886,0.94511,429,9,0.409,0.265,right,right,rightright,FALSE,
116,Senate,20351,54,0,TN,200,"BLACKBURN, Marsha",MarshaBlackburn,B001243,1952,0.618,0.132,-33.33171,0.93154,470,14,0.696,0.283,right,right,rightright,FALSE,
116,Senate,40304,54,0,TN,200,"ALEXANDER, Lamar",SenAlexander,A000360,1940,0.324,-0.176,-24.34483,0.93857,384,9,0.328,-0.062,right,right,rightright,FALSE,
116,Senate,40305,49,0,TX,200,"CORNYN, John",JohnCornyn,C001056,1952,0.495,0.002,-24.47486,0.94905,468,11,0.458,0.25,right,right,rightright,FALSE,
116,Senate,41304,49,0,TX,200,"CRUZ, Rafael Edward (Ted)",tedcruz,C001098,1970,0.818,-0.283,-32.55138,0.93066,453,15,0.833,-0.131,right,right,rightright,FALSE,
116,Senate,41110,67,0,UT,200,"LEE, Mike",SenMikeLee,L000577,1971,0.913,-0.408,-90.11241,0.82383,465,52,0.875,-0.484,right,right,rightright,FALSE,
116,Senate,41902,67,0,UT,200,"ROMNEY, Willard Mitt (Mitt)",SenatorRomney,R000615,1947,0.365,0.705,-53.94168,0.89157,470,22,0.365,0.705,right,right,rightright,FALSE,
116,Senate,14307,6,0,VT,100,"LEAHY, Patrick Joseph",SenatorLeahy,L000174,1940,-0.361,-0.129,-87.41394,0.82896,466,49,-0.283,-0.014,left,left,leftleft,FALSE,
116,Senate,29147,6,0,VT,328,"SANDERS, Bernard",BernieSanders,S000033,1941,-0.527,-0.373,-31.96504,0.84288,187,13,-0.86,-0.077,left,left,leftleft,FALSE,
116,Senate,40909,40,0,VA,100,"WARNER, Mark",MarkWarner,W000805,1954,-0.2,-0.039,-56.42905,0.88408,458,19,-0.222,-0.062,left,left,leftleft,FALSE,
116,Senate,41305,40,0,VA,100,"KAINE, Timothy Michael (Tim)",timkaine,K000384,1958,-0.239,-0.071,-63.6578,0.87206,465,27,-0.247,-0.012,left,left,leftleft,FALSE,
116,Senate,39310,73,0,WA,100,"CANTWELL, Maria E.",SenatorCantwell,C000127,1958,-0.301,-0.4,-82.59769,0.83884,470,41,-0.356,-0.301,left,left,leftleft,FALSE,
116,Senate,49308,73,0,WA,100,"MURRAY, Patty",PattyMurray,M001111,1950,-0.35,-0.284,-67.6758,0.86263,458,31,-0.405,-0.162,left,left,leftleft,FALSE,
116,Senate,20146,56,0,WV,200,"CAPITO, Shelley Moore",SenCapito,C001047,1953,0.262,0.058,-23.43182,0.95044,461,4,0.322,0.179,right,right,rightright,FALSE,
116,Senate,40915,56,0,WV,100,"MANCHIN, Joe, III",Sen_JoeManchin,M001183,1947,-0.056,0.446,-46.5571,0.90569,470,11,-0.046,0.383,left,right,leftright,TRUE,
116,Senate,29940,25,0,WI,100,"BALDWIN, Tammy",SenatorBaldwin,B001230,1962,-0.498,-0.178,-96.53096,0.8154,473,47,-0.396,-0.056,left,left,leftleft,FALSE,
116,Senate,41111,25,0,WI,200,"JOHNSON, Ron",SenRonJohnson,J000293,1955,0.603,-0.286,-37.67772,0.92136,460,17,0.595,-0.041,right,right,rightright,FALSE,
116,Senate,40707,68,0,WY,200,"BARRASSO, John A.",SenJohnBarrasso,B001261,1952,0.539,0.237,-24.36335,0.9499,474,14,0.598,0.237,right,right,rightright,FALSE,
116,Senate,49706,68,0,WY,200,"ENZI, Michael B.",SenatorEnzi,E000285,1944,0.544,0.191,-36.74725,0.92495,471,14,0.579,0.319,right,right,rightright,FALSE,
116,House,20301,41,3,AL,200,"ROGERS, Mike Dennis",KRLDMikeRogers,R000575,1958,0.353,0.459,-157.1292,0.78729,657,64,0.52,0.346,right,right,rightright,FALSE,
116,House,21102,41,7,AL,100,"SEWELL, Terri",RepTerriSewell,S001185,1965,-0.391,0.402,-26.12086,0.96165,668,11,-0.435,0.395,left,left,leftleft,FALSE,
116,House,21192,41,2,AL,200,"ROBY, Martha",RepMarthaRoby,R000591,1976,0.361,0.656,-86.63883,0.87539,651,30,0.341,0.671,right,right,rightright,FALSE,
116,House,21193,41,5,AL,200,"BROOKS, Mo",RepMoBrooks,B001274,1954,0.647,-0.446,-124.8125,0.83321,684,50,0.776,-0.367,right,right,rightright,FALSE,
116,House,21376,41,1,AL,200,"BYRNE, Bradley",BradleyByrne,B001289,1955,0.611,0.244,-101.01973,0.84965,620,40,0.709,0.165,right,right,rightright,FALSE,
116,House,21500,41,6,AL,200,"PALMER, Gary James",GaryJamesWriter,P000609,1954,0.71,-0.047,-96.21326,0.86949,688,41,0.665,0.062,right,right,rightright,FALSE,
116,House,29701,41,4,AL,200,"ADERHOLT, Robert",Robert_Aderholt,A000055,1965,0.367,0.595,-104.20388,0.85313,656,37,0.437,0.684,right,right,rightright,FALSE,
116,House,14066,81,1,AK,200,"YOUNG, Donald Edwin",repdonyoung,Y000033,1933,0.284,0.021,-200.70636,0.73981,666,74,0.348,0.055,right,right,rightright,FALSE,
116,House,20305,61,3,AZ,100,"GRIJALVA, Raul M. ",RepRaulGrijalva,G000551,1948,-0.599,-0.256,-20.80602,0.96845,649,8,-0.578,-0.613,left,left,leftleft,FALSE,
116,House,20902,61,2,AZ,100,"KIRKPATRICK, Ann",RepKirkpatrick,K000368,1950,-0.163,-0.006,-40.94316,0.93329,593,17,-0.362,0.422,left,left,leftleft,FALSE,
116,House,21103,61,4,AZ,200,"GOSAR, Paul",DrPaulGosar,G000565,1958,0.676,-0.419,-111.88885,0.84186,650,44,0.919,-0.395,right,right,rightright,FALSE,
116,House,21105,61,6,AZ,200,"SCHWEIKERT, David",RepDavid,S001183,1962,0.59,-0.324,-186.75194,0.76228,688,88,0.517,-0.305,right,right,rightright,FALSE,
116,House,21502,61,7,AZ,100,"GALLEGO, Ruben",RubenGallego,G000574,1979,-0.452,-0.02,-17.53665,0.97447,678,9,-0.454,0.018,left,left,leftleft,FALSE,
116,House,21705,61,5,AZ,200,"BIGGS, Andrew S.",RepAndyBiggsAZ,B001302,1958,0.882,-0.471,-89.89788,0.87548,676,29,1,-0.03,right,right,rightright,FALSE,
116,House,21739,61,1,AZ,100,"O'HALLERAN, Thomas C.",RepOHalleran,O000171,1946,-0.185,0.151,-39.69828,0.94361,684,14,-0.338,0.437,left,left,leftleft,FALSE,
116,House,21757,61,8,AZ,200,"LESKO, Debbie",DebbieLesko,L000589,1958,0.608,-0.036,-96.20631,0.86771,678,45,0.596,0.002,right,right,rightright,FALSE,
116,House,21968,61,9,AZ,100,"STANTON, Greg",gregstantonaz,S001211,1970,-0.313,-0.08,-16.00672,0.977,688,6,-0.313,-0.079,left,left,leftleft,FALSE,
116,House,21106,42,1,AR,200,"CRAWFORD, Rick",RepRickCrawford,C001087,1966,0.409,0.494,-75.17379,0.88802,633,35,0.5,0.551,right,right,rightright,FALSE,
116,House,21108,42,3,AR,200,"WOMACK, Steve",rep_stevewomack,W000809,1957,0.354,0.589,-57.28774,0.92033,690,20,0.373,0.658,right,right,rightright,FALSE,
116,House,21503,42,2,AR,200,"HILL, French",RepFrenchHill,H001072,1956,0.454,0.229,-79.52374,0.89054,686,29,0.417,0.361,right,right,rightright,FALSE,
116,House,21563,42,4,AR,200,"WESTERMAN, Bruce Eugene",RepWesterman,W000821,1967,0.548,0.355,-66.32525,0.90694,679,24,0.545,0.507,right,right,rightright,FALSE,
116,House,15448,71,12,CA,100,"PELOSI, Nancy",SpeakerPelosi,P000197,1940,-0.49,-0.206,-0.50177,0.99021,51,0,-0.407,0.176,left,left,leftleft,FALSE,
116,House,20104,71,28,CA,100,"SCHIFF, Adam",RepAdamSchiff,S001150,1960,-0.349,-0.128,-11.4388,0.98351,688,2,-0.416,-0.008,left,left,leftleft,FALSE,
116,House,20108,71,53,CA,100,"DAVIS, Susan A.",RepSusanDavis,D000598,1944,-0.344,-0.106,-10.3814,0.98487,681,1,-0.373,-0.055,left,left,leftleft,FALSE,
116,House,20307,71,22,CA,200,"NUNES, Devin",DevinNunes,N000181,1973,0.449,0.213,-69.58214,0.90341,685,25,0.458,0.401,right,right,rightright,FALSE,
116,House,20310,71,38,CA,100,"SaNCHEZ, Linda T.",RepLindaSanchez,S001156,1969,-0.508,-0.137,-12.06596,0.98213,669,5,-0.513,-0.036,left,left,leftleft,FALSE,
116,House,20501,71,16,CA,100,"COSTA, Jim",JimCosta_,C001059,1952,-0.191,0.468,-84.49422,0.88348,682,31,-0.389,0.837,left,left,leftleft,FALSE,
116,House,20538,71,6,CA,100,"MATSUI, Doris",DorisMatsui,M001163,1944,-0.434,-0.161,-26.87042,0.96142,683,9,-0.389,0.124,left,left,leftleft,FALSE,
116,House,20702,71,9,CA,100,"McNERNEY, Jerry",RepMcNerney,M001166,1951,-0.261,-0.15,-15.23747,0.97738,666,5,-0.402,-0.171,left,left,leftleft,FALSE,
116,House,20703,71,23,CA,200,"MCCARTHY, Kevin",GOPLeader,M001165,1965,0.459,0.21,-85.92915,0.88096,678,39,0.428,0.345,right,right,rightright,FALSE,
116,House,20762,71,14,CA,100,"SPEIER, Karen Lorraine Jacqueline (Jackie)",JackieSpeier,S001175,1950,-0.381,-0.448,-37.05447,0.945,655,8,-0.295,-0.249,left,left,leftleft,FALSE,
116,House,20903,71,4,CA,200,"McCLINTOCK, Tom",RepMcClintock,M001177,1956,0.719,-0.472,-157.48887,0.7919,675,89,0.643,-0.368,right,right,rightright,FALSE,
116,House,20955,71,27,CA,100,"CHU, Judy",RepJudyChu,C001080,1953,-0.487,-0.376,-11.57735,0.98331,688,4,-0.424,-0.406,left,left,leftleft,FALSE,
116,House,20958,71,3,CA,100,"GARAMENDI, John",JohnGaramendi,G000559,1945,-0.309,-0.095,-27.14456,0.96075,678,6,-0.301,-0.062,left,left,leftleft,FALSE,
116,House,20963,71,50,CA,200,"HUNTER, Duncan Duane",hunterduncan212,H001048,1976,0.539,0.085,-124.54558,0.79736,550,57,0.637,-0.1,right,right,rightright,FALSE,
116,House,21110,71,37,CA,100,"BASS, Karen",RepKarenBass,B001270,1953,-0.585,-0.106,-15.53549,0.97635,649,8,-0.572,-0.43,left,left,leftleft,FALSE,
116,House,21302,71,1,CA,200,"LaMALFA, Doug",RepLaMalfa,L000578,1960,0.537,0.104,-102.56392,0.85767,668,44,0.514,0.143,right,right,rightright,FALSE,
116,House,21303,71,2,CA,100,"HUFFMAN, Jared",RepHuffman,H001068,1964,-0.426,-0.545,-22.94164,0.96604,664,7,-0.399,-0.656,left,left,leftleft,FALSE,
116,House,21304,71,7,CA,100,"BERA, Ami",BeraForCongress,B001287,1965,-0.232,0.014,-26.29338,0.96256,689,11,-0.356,0.307,left,left,leftleft,FALSE,
116,House,21305,71,8,CA,200,"COOK, Paul",RepPaulCook,C001094,1943,0.376,0.201,-97.26502,0.86617,677,39,0.33,0.351,right,right,rightright,FALSE,
116,House,21306,71,15,CA,100,"SWALWELL, Eric",RepSwalwell,S001193,1980,-0.368,-0.106,-19.28639,0.96253,505,7,-0.518,0.273,left,left,leftleft,FALSE,
116,House,21308,71,26,CA,100,"BROWNLEY, Julia",RepBrownley,B001285,1952,-0.286,0.051,-27.73688,0.95986,677,12,-0.363,0.198,left,left,leftleft,FALSE,
116,House,21309,71,29,CA,100,"CaRDENAS, Tony",RepCardenas,C001097,1963,-0.383,0.021,-24.45961,0.96335,655,12,-0.513,0.078,left,left,leftleft,FALSE,
116,House,21311,71,36,CA,100,"RUIZ, Raul",RepRaulRuizMD,R000599,1972,-0.242,0.062,-36.59446,0.94835,690,15,-0.389,0.249,left,left,leftleft,FALSE,
116,House,21312,71,41,CA,100,"TAKANO, Mark",RepMarkTakano,T000472,1960,-0.463,-0.259,-13.92377,0.97958,675,5,-0.39,-0.329,left,left,leftleft,FALSE,
116,House,21313,71,47,CA,100,"LOWENTHAL, Alan",RepLowenthal,L000579,1941,-0.45,-0.369,-11.91598,0.98283,688,3,-0.475,-0.522,left,left,leftleft,FALSE,
116,House,21314,71,51,CA,100,"VARGAS, Juan",RepJuanVargas,V000130,1961,-0.399,0.104,-26.67194,0.96109,672,9,-0.527,-0.192,left,left,leftleft,FALSE,
116,House,21315,71,52,CA,100,"PETERS, Scott",ScottPetersSD,P000608,1958,-0.179,-0.048,-56.52351,0.9191,670,24,-0.214,0.171,left,left,leftleft,FALSE,
116,House,21504,71,11,CA,100,"DESAULNIER, Mark James",RepDeSaulnier,D000623,1952,-0.529,-0.36,-9.87582,0.9856,681,3,-0.443,-0.544,left,left,leftleft,FALSE,
116,House,21506,71,31,CA,100,"AGUILAR, Peter Rey",RepPeteAguilar,A000371,1979,-0.291,0.135,-46.13513,0.93478,684,18,-0.478,0.428,left,left,leftleft,FALSE,
116,House,21507,71,33,CA,100,"LIEU, Ted",tedlieu,L000582,1969,-0.371,-0.265,-20.33136,0.96934,653,6,-0.623,-0.335,left,left,leftleft,FALSE,
116,House,21508,71,35,CA,100,"TORRES, Norma Judith",NormaJTorres,T000474,1965,-0.361,0.021,-24.11936,0.9651,679,9,-0.405,-0.054,left,left,leftleft,FALSE,
116,House,21703,71,44,CA,100,"BARRAGaN, Nanette Diaz",Nanette4CA,B001300,1976,-0.51,0.065,-16.60384,0.97581,678,9,-0.485,-0.446,left,left,leftleft,FALSE,
116,House,21709,71,24,CA,100,"CARBAJAL, Salud",RepCarbajal,C001112,1964,-0.3,0.139,-15.61036,0.97763,690,3,-0.372,0.03,left,left,leftleft,FALSE,
116,House,21711,71,46,CA,100,"CORREA, Jose Luis",jolcorrea,C001110,1958,-0.279,0.319,-51.85814,0.92626,677,25,-0.317,0.179,left,left,leftleft,FALSE,
116,House,21728,71,17,CA,100,"KHANNA, Rohit",Rohit_K69,K000389,1976,-0.582,-0.22,-29.41068,0.95815,688,7,-0.319,-0.566,left,left,leftleft,FALSE,
116,House,21740,71,20,CA,100,"PANETTA, James Varni",repjimmypanetta,P000613,1969,-0.304,0.044,-35.25567,0.95019,690,15,-0.292,0.237,left,left,leftleft,FALSE,
116,House,21754,71,34,CA,100,"GOMEZ, Jimmy",RepJimmyGomez,G000585,1974,-0.593,-0.071,-20.7372,0.97009,683,11,-0.43,-0.446,left,left,leftleft,FALSE,
116,House,21907,71,39,CA,100,"CISNEROS, Gil",RepGilCisneros,C001123,1972,-0.367,0.565,-44.91727,0.9368,688,15,-0.367,0.57,left,left,leftleft,FALSE,
116,House,21909,71,21,CA,100,"COX, TJ",RepTjCox,C001124,1963,-0.327,0.427,-41.39624,0.94094,680,12,-0.326,0.43,left,left,leftleft,FALSE,
116,House,21930,71,10,CA,100,"HARDER, Josh",JoshHarder,H001090,1986,-0.374,0.765,-57.88559,0.91874,683,14,-0.373,0.77,left,left,leftleft,FALSE,
116,House,21932,71,25,CA,100,"HILL, Katie",RepKatieHill,H001087,1987,-0.306,0.114,-20.26703,0.96104,510,8,-0.305,0.113,left,left,leftleft,FALSE,
116,House,21939,71,49,CA,100,"LEVIN, Mike",Michael_Levin,L000593,1978,-0.388,0.101,-15.88786,0.97724,690,4,-0.387,0.102,left,left,leftleft,FALSE,
116,House,21954,71,45,CA,100,"PORTER, Katie",katieporteroc,P000618,1974,-0.168,0.059,-82.64509,0.88508,677,35,-0.168,0.063,left,left,leftleft,FALSE,
116,House,21960,71,48,CA,100,"ROUDA, Harley",RepHarley,R000616,1961,-0.328,0.533,-37.79487,0.94547,674,10,-0.327,0.538,left,left,leftleft,FALSE,
116,House,29106,71,43,CA,100,"WATERS, Maxine",RepMaxineWaters,W000187,1938,-0.653,-0.072,-52.55482,0.92583,682,17,-0.559,0.418,left,left,leftleft,FALSE,
116,House,29312,71,18,CA,100,"ESHOO, Anna Georges",RepAnnaEshoo,E000215,1942,-0.381,-0.427,-11.9138,0.98232,668,6,-0.363,-0.223,left,left,leftleft,FALSE,
116,House,29317,71,40,CA,100,"ROYBAL-ALLARD, Lucille",RepRoybalAllard,R000486,1941,-0.47,-0.189,-9.52923,0.98598,675,4,-0.433,-0.173,left,left,leftleft,FALSE,
116,House,29323,71,42,CA,200,"CALVERT, Ken",KenCalvert,C000059,1953,0.349,0.22,-73.49069,0.89813,684,23,0.313,0.577,right,right,rightright,FALSE,
116,House,29504,71,19,CA,100,"LOFGREN, Zoe",RepZoeLofgren,L000397,1947,-0.402,-0.445,-24.95337,0.96333,668,8,-0.53,-0.34,left,left,leftleft,FALSE,
116,House,29707,71,30,CA,100,"SHERMAN, Brad",BradSherman,S000344,1954,-0.342,-0.147,-16.73872,0.97551,675,9,-0.437,0.079,left,left,leftleft,FALSE,
116,House,29778,71,13,CA,100,"LEE, Barbara",RepBarbaraLee,L000551,1946,-0.682,-0.586,-19.27325,0.97222,684,6,-0.548,-0.765,left,left,leftleft,FALSE,
116,House,29901,71,5,CA,100,"THOMPSON, Michael",M_R_Thomp,T000460,1951,-0.395,0.065,-34.6586,0.9498,673,17,-0.432,0.446,left,left,leftleft,FALSE,
116,House,29903,71,32,CA,100,"NAPOLITANO, Grace Flores",gracenapolitano,N000179,1936,-0.448,-0.249,-16.95299,0.97545,682,9,-0.463,-0.278,left,left,leftleft,FALSE,
116,House,20704,62,5,CO,200,"LAMBORN, Doug",RepDLamborn,L000564,1954,0.678,0.202,-66.57843,0.90634,677,28,0.622,0.327,right,right,rightright,FALSE,
116,House,20705,62,7,CO,100,"PERLMUTTER, Ed",RepPerlmutter,P000593,1953,-0.281,0.076,-25.52684,0.96149,650,9,-0.28,-0.054,left,left,leftleft,FALSE,
116,House,21111,62,3,CO,200,"TIPTON, Scott",RepTipton,T000470,1956,0.447,-0.02,-110.47272,0.85166,688,44,0.425,0.045,right,right,rightright,FALSE,
116,House,21510,62,4,CO,200,"BUCK, Kenneth Robert",RepKenBuck,B001297,1959,0.754,-0.458,-99.36273,0.84573,593,42,0.736,-0.399,right,right,rightright,FALSE,
116,House,21912,62,6,CO,100,"CROW, Jason",JasonCrowCO6,C001121,1979,-0.27,0.402,-40.91589,0.94234,689,14,-0.27,0.408,left,left,leftleft,FALSE,
116,House,21948,62,2,CO,100,"NEGUSE, Joseph",JoeNeguse,N000191,1984,-0.441,-0.51,-13.11683,0.98114,689,4,-0.441,-0.51,left,left,leftleft,FALSE,
116,House,29710,62,1,CO,100,"DeGETTE, Diana",RepDianaDeGette,D000197,1957,-0.432,-0.315,-13.10299,0.98114,688,4,-0.411,-0.447,left,left,leftleft,FALSE,
116,House,20706,1,2,CT,100,"COURTNEY, Joe",RepJoeCourtney,C001069,1953,-0.344,0.016,-17.46565,0.97497,689,3,-0.377,-0.013,left,left,leftleft,FALSE,
116,House,20907,1,4,CT,100,"HIMES, James A.",jahimes,H001047,1966,-0.242,-0.24,-37.19251,0.9467,679,14,-0.313,0.138,left,left,leftleft,FALSE,
116,House,21931,1,5,CT,100,"HAYES, Jahana",RepJahanaHayes,H001081,1973,-0.349,-0.03,-17.21384,0.97418,658,4,-0.349,-0.029,left,left,leftleft,FALSE,
116,House,29109,1,3,CT,100,"DeLAURO, Rosa L.",Rosa_DeLauro,D000216,1943,-0.416,-0.12,-14.44815,0.97851,665,5,-0.389,-0.062,left,left,leftleft,FALSE,
116,House,29908,1,1,CT,100,"LARSON, John B.",RepJohnLarson,L000557,1948,-0.398,-0.053,-12.22299,0.98229,684,4,-0.359,-0.013,left,left,leftleft,FALSE,
116,House,21706,11,1,DE,100,"BLUNT ROCHESTER, Lisa",LisaBRochester,B001303,1962,-0.329,-0.116,-13.22168,0.98097,688,3,-0.387,-0.145,left,left,leftleft,FALSE,
116,House,20316,43,25,FL,200,"DIAZ-BALART, Mario",MarioDB,D000600,1961,0.278,0.119,-122.20338,0.83639,684,48,0.279,0.227,right,right,rightright,FALSE,
116,House,20504,43,23,FL,100,"WASSERMAN SCHULTZ, Debbie",DWStweets,W000797,1966,-0.421,0.067,-22.64253,0.96672,669,5,-0.351,0.082,left,left,leftleft,FALSE,
116,House,20708,43,14,FL,100,"CASTOR, Kathy",USRepKCastor,C001066,1966,-0.438,0.046,-12.80848,0.98153,687,3,-0.398,-0.071,left,left,leftleft,FALSE,
116,House,20709,43,16,FL,200,"BUCHANAN, Vernon G.",VernBuchanan,B001260,1951,0.359,-0.135,-126.00448,0.82856,670,53,0.351,-0.022,right,right,rightright,FALSE,
116,House,20758,43,12,FL,200,"BILIRAKIS, Gus",RepGusBilirakis,B001257,1963,0.404,0.016,-114.76346,0.84149,665,54,0.412,-0.035,right,right,rightright,FALSE,
116,House,20909,43,8,FL,200,"POSEY, Bill",congbillposey,P000599,1947,0.517,-0.32,-169.33029,0.77813,675,81,0.528,-0.331,right,right,rightright,FALSE,
116,House,20959,43,22,FL,100,"DEUTCH, Theodore E. (Ted)",RepTedDeutch,D000610,1966,-0.4,-0.096,-16.0467,0.97644,673,5,-0.38,0.038,left,left,leftleft,FALSE,
116,House,21116,43,11,FL,200,"WEBSTER, Daniel A.",RepWebster,W000806,1949,0.509,-0.051,-142.90551,0.80182,647,76,0.573,-0.188,right,right,rightright,FALSE,
116,House,21118,43,24,FL,100,"WILSON, Frederica",RepWilson,W000808,1942,-0.476,-0.015,-8.91138,0.98557,613,3,-0.542,0.003,left,left,leftleft,FALSE,
116,House,21317,43,3,FL,200,"YOHO, Ted",RepTedYoho,Y000065,1955,0.704,-0.361,-121.02821,0.82471,628,53,0.716,-0.323,right,right,rightright,FALSE,
116,House,21321,43,21,FL,100,"FRANKEL, Lois",RepLoisFrankel,F000462,1948,-0.399,-0.084,-17.80139,0.97303,651,8,-0.333,-0.022,left,left,leftleft,FALSE,
116,House,21712,43,13,FL,100,"CRIST, Charlie Joseph Jr.",repcharliecrist,C001111,1956,-0.219,0.027,-29.60796,0.95788,688,14,-0.28,0.241,left,left,leftleft,FALSE,
116,House,21713,43,10,FL,100,"DEMINGS, Valdez Butler",RepValDemings,D000627,1957,-0.341,-0.139,-20.07197,0.97121,687,8,-0.309,0.053,left,left,leftleft,FALSE,
116,House,21714,43,2,FL,200,"DUNN, Neal Patrick",drnealdunnfl2,D000628,1953,0.533,0.2,-118.0872,0.84015,678,56,0.546,0.14,right,right,rightright,FALSE,
116,House,21719,43,1,FL,200,"GAETZ, Matthew L. II",mattgaetz,G000578,1982,0.621,-0.574,-186.5032,0.73621,609,88,0.59,-0.631,right,right,rightright,FALSE,
116,House,21732,43,5,FL,100,"LAWSON, Alfred Jr.",AlLawsonJr,L000586,1948,-0.253,0.082,-30.22659,0.95563,666,13,-0.247,0.082,left,left,leftleft,FALSE,
116,House,21735,43,18,FL,200,"MAST, Brian Jeffery",BrianMastFL,M001199,1980,0.412,-0.294,-185.8492,0.75329,656,77,0.446,-0.357,right,right,rightright,FALSE,
116,House,21738,43,7,FL,100,"MURPHY, Stephanie",RepStephMurphy,M001202,1978,-0.156,0.069,-74.40892,0.89763,689,28,-0.174,0.236,left,left,leftleft,FALSE,
116,House,21742,43,19,FL,200,"ROONEY, Francis",RepRooney,R000607,1953,0.508,-0.519,-254.83028,0.60131,501,128,0.493,-0.67,right,right,rightright,FALSE,
